subject,relation,object,confidence,year,party
Beata Szydło,Mentions_Topic,European Union,0.8,2023,ECR
Beata Szydło,Mentions_Topic,security,0.5,2023,ECR
Beata Szydło,Mentions_Entity,Vladimir Putin,1.0,2023,ECR
Beata Szydło,Mentions_Entity,Ukraine,1.0,2023,ECR
Beata Szydło,Mentions_Entity,NATO,1.0,2023,ECR
Beata Szydło,Mentions_Entity,European Union,1.0,2023,ECR
Beata Szydło,Mentions_Entity,Charles Michel,1.0,2023,ECR
Beata Szydło,Member_Of,ECR,1.0,2023,ECR
Bogdan Rzońca,Mentions_Topic,economy,0.9,2023,ECR
Bogdan Rzońca,Mentions_Topic,energy,0.7,2023,ECR
Bogdan Rzońca,Mentions_Entity,Bundestag,1.0,2023,ECR
Bogdan Rzońca,Mentions_Entity,Niemcy,1.0,2023,ECR
Bogdan Rzońca,Mentions_Entity,Bundestagu,1.0,2023,ECR
Bogdan Rzońca,Mentions_Entity,Niemczech,1.0,2023,ECR
Bogdan Rzońca,Member_Of,ECR,1.0,2023,ECR
Loucas Fourlas,Mentions_Topic,Common Foreign and Security Policy,0.9,2023,PPE
Loucas Fourlas,Mentions_Topic,European Union's role in global affairs,0.7,2023,PPE
Loucas Fourlas,Mentions_Entity,Borrell,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Afghanistan,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Ukraine,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Syria,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Armenia,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Russia,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Turkey,1.0,2023,PPE
Loucas Fourlas,Mentions_Entity,Cyprus,1.0,2023,PPE
Loucas Fourlas,Member_Of,PPE,1.0,2023,PPE
Tiemo Wölken,Mentions_Topic,climate change,0.9,2023,S&D
Tiemo Wölken,Mentions_Topic,energy policy,0.7,2023,S&D
Tiemo Wölken,Mentions_Topic,methane leaks,0.8,2023,S&D
Tiemo Wölken,Mentions_Entity,European Commission,1.0,2023,S&D
Tiemo Wölken,Mentions_Entity,European Parliament,1.0,2023,S&D
Tiemo Wölken,Mentions_Entity,EVP,1.0,2023,S&D
Tiemo Wölken,Member_Of,S&D,1.0,2023,S&D
Stanislav Polčák,Mentions_Topic,Afghanistan,0.9,2023,PPE
Stanislav Polčák,Mentions_Topic,violence against women,0.7,2023,PPE
Stanislav Polčák,Mentions_Topic,terrorism,0.6,2023,PPE
Stanislav Polčák,Mentions_Topic,human rights,0.5,2023,PPE
Stanislav Polčák,Mentions_Topic,European Union,0.4,2023,PPE
Stanislav Polčák,Mentions_Entity,Afghánistán,1.0,2023,PPE
Stanislav Polčák,Mentions_Entity,Afghánci,1.0,2023,PPE
Stanislav Polčák,Member_Of,PPE,1.0,2023,PPE
Mauri Pekkarinen,Mentions_Topic,energy storage,0.9,2023,ALDE
Mauri Pekkarinen,Mentions_Topic,sustainable energy,0.7,2023,ALDE
Mauri Pekkarinen,Mentions_Entity,Mauri Pekkarinen,1.0,2023,ALDE
Mauri Pekkarinen,Member_Of,ALDE,1.0,2023,ALDE
Alessandra Mussolini,Mentions_Topic,Italian government,0.9,2023,PPE
Alessandra Mussolini,Mentions_Topic,LGBTQ+ rights,0.7,2023,PPE
Alessandra Mussolini,Mentions_Entity,Alessandra Mussolini,1.0,2023,PPE
Alessandra Mussolini,Mentions_Entity,Benifei,1.0,2023,PPE
Alessandra Mussolini,Mentions_Entity,Sala,1.0,2023,PPE
Alessandra Mussolini,Mentions_Entity,Italy,1.0,2023,PPE
Alessandra Mussolini,Member_Of,PPE,1.0,2023,PPE
Andrius Kubilius,Mentions_Topic,European values and democracy,0.9,2023,PPE
Andrius Kubilius,Mentions_Topic,peace and geopolitics,0.8,2023,PPE
Andrius Kubilius,Mentions_Topic,democracy and human rights,0.7,2023,PPE
Andrius Kubilius,Mentions_Topic,Belarus and Russia,0.6,2023,PPE
Andrius Kubilius,Mentions_Topic,EU institutions and national level,0.5,2023,PPE
Andrius Kubilius,Mentions_Entity,Andrius Kubilius,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,European Union,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,Belarus,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,Russia,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,Lithuania,1.0,2023,PPE
Andrius Kubilius,Member_Of,PPE,1.0,2023,PPE
Karlo Ressler,Mentions_Topic,freedom,0.9,2023,PPE
Karlo Ressler,Mentions_Topic,aggression,0.7,2023,PPE
Karlo Ressler,Mentions_Topic,propaganda,0.6,2023,PPE
Karlo Ressler,Mentions_Topic,identity,0.5,2023,PPE
Karlo Ressler,Mentions_Topic,security,0.4,2023,PPE
Karlo Ressler,Mentions_Entity,Ukraine,1.0,2023,PPE
Karlo Ressler,Mentions_Entity,Croatia,1.0,2023,PPE
Karlo Ressler,Mentions_Entity,Lithuania,1.0,2023,PPE
Karlo Ressler,Member_Of,PPE,1.0,2023,PPE
Rosa D'Amato,Mentions_Topic,Green Deal,0.9,2023,Greens/EFA
Rosa D'Amato,Mentions_Topic,air pollution,0.8,2023,Greens/EFA
Rosa D'Amato,Mentions_Topic,European Union policies,0.7,2023,Greens/EFA
Rosa D'Amato,Mentions_Topic,economic aid,0.6,2023,Greens/EFA
Rosa D'Amato,Mentions_Topic,industrial policy,0.5,2023,Greens/EFA
Rosa D'Amato,Mentions_Entity,Rosa D'Amato,1.0,2023,Greens/EFA
Rosa D'Amato,Mentions_Entity,Von der Leyen,1.0,2023,Greens/EFA
Rosa D'Amato,Mentions_Entity,Taranto,1.0,2023,Greens/EFA
Rosa D'Amato,Mentions_Entity,Meloni,1.0,2023,Greens/EFA
Rosa D'Amato,Mentions_Entity,Ilva,1.0,2023,Greens/EFA
Rosa D'Amato,Member_Of,Greens/EFA,1.0,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Topic,EU budget,0.9,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Topic,rule of law,0.8,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Topic,transparency,0.7,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Topic,financial sustainability,0.6,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Topic,oligarch structures,0.5,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Entity,European Commission,1.0,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Entity,European Court of Auditors,1.0,2023,Greens/EFA
Viola von Cramon-Taubadel,Mentions_Entity,Hungary,1.0,2023,Greens/EFA
Viola von Cramon-Taubadel,Member_Of,Greens/EFA,1.0,2023,Greens/EFA
Tomislav Sokol,Mentions_Topic,Environmental policy,0.9,2023,PPE
Tomislav Sokol,Mentions_Topic,Economic policy,0.7,2023,PPE
Tomislav Sokol,Mentions_Entity,Tomislav Sokol,1.0,2023,PPE
Tomislav Sokol,Member_Of,PPE,1.0,2023,PPE
Tiemo Wölken,Mentions_Topic,Klimawandel,0.9,2023,S&D
Tiemo Wölken,Mentions_Topic,Klimapolitik,0.8,2023,S&D
Tiemo Wölken,Mentions_Topic,IPCC-Bericht,0.7,2023,S&D
Tiemo Wölken,Mentions_Topic,Erderwärmung,0.6,2023,S&D
Tiemo Wölken,Mentions_Topic,Klimakipppunkte,0.5,2023,S&D
Tiemo Wölken,Mentions_Entity,IPCC,1.0,2023,S&D
Tiemo Wölken,Mentions_Entity,Tiemo Wölken,1.0,2023,S&D
Tiemo Wölken,Member_Of,S&D,1.0,2023,S&D
Irène Tolleret,Mentions_Topic,abortion law,0.9,2023,ALDE
Irène Tolleret,Mentions_Topic,women's rights,0.8,2023,ALDE
Irène Tolleret,Mentions_Topic,activism,0.7,2023,ALDE
Irène Tolleret,Mentions_Entity,Justyna,1.0,2023,ALDE
Irène Tolleret,Member_Of,ALDE,1.0,2023,ALDE
Vlad-Marius Botoş,Mentions_Topic,economy,0.9,2023,ALDE
Vlad-Marius Botoş,Mentions_Topic,Schengen,0.8,2023,ALDE
Vlad-Marius Botoş,Mentions_Topic,Romania,0.7,2023,ALDE
Vlad-Marius Botoş,Mentions_Entity,Vlad-Marius Botoş,1.0,2023,ALDE
Vlad-Marius Botoş,Mentions_Entity,România,1.0,2023,ALDE
Vlad-Marius Botoş,Mentions_Entity,Uniunea Europeană,1.0,2023,ALDE
Vlad-Marius Botoş,Member_Of,ALDE,1.0,2023,ALDE
Róża Thun und Hohenstein,Mentions_Topic,Putin's actions,0.9,2023,ALDE
Róża Thun und Hohenstein,Mentions_Topic,Ukraine,0.7,2023,ALDE
Róża Thun und Hohenstein,Mentions_Entity,Vladimir Putin,1.0,2023,ALDE
Róża Thun und Hohenstein,Mentions_Entity,Nawalny,1.0,2023,ALDE
Róża Thun und Hohenstein,Mentions_Entity,Ukraine,1.0,2023,ALDE
Róża Thun und Hohenstein,Member_Of,ALDE,1.0,2023,ALDE
Bas Eickhout,Mentions_Topic,agency performance,0.9,2023,Greens/EFA
Bas Eickhout,Mentions_Topic,Frontex,0.8,2023,Greens/EFA
Bas Eickhout,Mentions_Topic,discharge,0.7,2023,Greens/EFA
Bas Eickhout,Mentions_Topic,EU Agency for Asylum,0.6,2023,Greens/EFA
Bas Eickhout,Mentions_Topic,OLAF investigation,0.5,2023,Greens/EFA
Bas Eickhout,Mentions_Entity,Bas Eickhout,1.0,2023,Greens/EFA
Bas Eickhout,Mentions_Entity,Frontex,1.0,2023,Greens/EFA
Bas Eickhout,Mentions_Entity,EU Agency for Asylum,1.0,2023,Greens/EFA
Bas Eickhout,Mentions_Entity,OLAF,1.0,2023,Greens/EFA
Bas Eickhout,Mentions_Entity,Swedish presidency,1.0,2023,Greens/EFA
Bas Eickhout,Member_Of,Greens/EFA,1.0,2023,Greens/EFA
Edina Tóth,Mentions_Topic,climate change,0.9,2023,NI
Edina Tóth,Mentions_Topic,transportation,0.7,2023,NI
Edina Tóth,Member_Of,NI,1.0,2023,NI
Barry Andrews,Mentions_Topic,spyware regulation,0.9,2023,ALDE
Barry Andrews,Mentions_Topic,democracy protection,0.8,2023,ALDE
Barry Andrews,Mentions_Topic,Irish Parliament's role,0.7,2023,ALDE
Barry Andrews,Mentions_Entity,Barry Andrews,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Ireland,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Dublin,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,The Currency,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Janjaweed,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Sudan,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,rapid support forces,1.0,2023,ALDE
Barry Andrews,Member_Of,ALDE,1.0,2023,ALDE
Sylvie Brunet,Mentions_Topic,pauvreté et d'exclusion sociale,0.9,2023,ALDE
Sylvie Brunet,Mentions_Topic,crises économiques,0.8,2023,ALDE
Sylvie Brunet,Mentions_Topic,emploi et travail,0.7,2023,ALDE
Sylvie Brunet,Mentions_Topic,compétences et formation,0.6,2023,ALDE
Sylvie Brunet,Mentions_Topic,Europe sociale et inclusive,0.5,2023,ALDE
Sylvie Brunet,Mentions_Entity,Sylvie Brunet,1.0,2023,ALDE
Sylvie Brunet,Mentions_Entity,ALDE,1.0,2023,ALDE
Sylvie Brunet,Member_Of,ALDE,1.0,2023,ALDE
Barry Andrews,Mentions_Topic,food price inflation,0.9,2023,ALDE
Barry Andrews,Mentions_Topic,Ukraine,0.8,2023,ALDE
Barry Andrews,Mentions_Topic,development partners,0.7,2023,ALDE
Barry Andrews,Mentions_Topic,food security,0.6,2023,ALDE
Barry Andrews,Mentions_Topic,European solution,0.5,2023,ALDE
Barry Andrews,Mentions_Entity,Barry Andrews,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Ukraine,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Africa,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Black Sea,1.0,2023,ALDE
Barry Andrews,Mentions_Entity,Russia,1.0,2023,ALDE
Barry Andrews,Member_Of,ALDE,1.0,2023,ALDE
Maria Spyraki,Mentions_Topic,green deal,0.9,2023,PPE
Maria Spyraki,Mentions_Topic,investment,0.7,2023,PPE
Maria Spyraki,Mentions_Entity,Šefčovič,1.0,2023,PPE
Maria Spyraki,Member_Of,PPE,1.0,2023,PPE
Jorge Buxadé Villalba,Mentions_Topic,European integration,0.9,2023,ECR
Jorge Buxadé Villalba,Mentions_Topic,national sovereignty,0.8,2023,ECR
Jorge Buxadé Villalba,Mentions_Topic,globalization,0.7,2023,ECR
Jorge Buxadé Villalba,Mentions_Topic,immigration,0.6,2023,ECR
Jorge Buxadé Villalba,Mentions_Topic,economic development,0.5,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Bettel,1.0,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Hungría,1.0,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Polonia,1.0,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Italia,1.0,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Marruecos,1.0,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Ceuta,1.0,2023,ECR
Jorge Buxadé Villalba,Mentions_Entity,Melilla,1.0,2023,ECR
Jorge Buxadé Villalba,Member_Of,ECR,1.0,2023,ECR
Sara Cerdas,Mentions_Topic,abstenção,0.9,2023,S&D
Sara Cerdas,Mentions_Topic,desinformação,0.8,2023,S&D
Sara Cerdas,Mentions_Topic,eleições europeias,0.7,2023,S&D
Sara Cerdas,Mentions_Topic,instituições,0.6,2023,S&D
Sara Cerdas,Mentions_Topic,democracias,0.5,2023,S&D
Sara Cerdas,Member_Of,S&D,1.0,2023,S&D
Ivan Štefanec,Mentions_Topic,sustainability,0.9,2023,PPE
Ivan Štefanec,Mentions_Topic,consumers rights,0.7,2023,PPE
Ivan Štefanec,Mentions_Topic,innovation,0.6,2023,PPE
Ivan Štefanec,Mentions_Topic,legislation,0.5,2023,PPE
Ivan Štefanec,Mentions_Entity,Ivan Štefanec,1.0,2023,PPE
Ivan Štefanec,Mentions_Entity,European Commission,1.0,2023,PPE
Ivan Štefanec,Member_Of,PPE,1.0,2023,PPE
Margarida Marques,Mentions_Topic,inflation,0.9,2023,S&D
Margarida Marques,Mentions_Topic,competition policy,0.8,2023,S&D
Margarida Marques,Mentions_Topic,social impact,0.7,2023,S&D
Margarida Marques,Mentions_Entity,BCE,1.0,2023,S&D
Margarida Marques,Member_Of,S&D,1.0,2023,S&D
Georg Mayer,Mentions_Topic,corruption,0.9,2023,ID
Georg Mayer,Mentions_Topic,EU,0.7,2023,ID
Georg Mayer,Mentions_Topic,pandemic,0.6,2023,ID
Georg Mayer,Mentions_Topic,law,0.5,2023,ID
Georg Mayer,Mentions_Topic,politics,0.4,2023,ID
Georg Mayer,Mentions_Entity,Sippel,1.0,2023,ID
Georg Mayer,Mentions_Entity,S&D-Fraktion,1.0,2023,ID
Georg Mayer,Mentions_Entity,Pfizer-Chef,1.0,2023,ID
Georg Mayer,Mentions_Entity,Kommissionspräsidentin,1.0,2023,ID
Georg Mayer,Mentions_Entity,Österreich,1.0,2023,ID
Georg Mayer,Member_Of,ID,1.0,2023,ID
Alfred Sant,Mentions_Topic,climate change,0.9,2023,S&D
Alfred Sant,Mentions_Topic,investment,0.8,2023,S&D
Alfred Sant,Mentions_Topic,defence spending,0.7,2023,S&D
Alfred Sant,Mentions_Topic,trade union rights,0.6,2023,S&D
Alfred Sant,Mentions_Topic,EU institutions,0.5,2023,S&D
Alfred Sant,Mentions_Entity,Alfred Sant,1.0,2023,S&D
Alfred Sant,Mentions_Entity,EIB,1.0,2023,S&D
Alfred Sant,Mentions_Entity,EU,1.0,2023,S&D
Alfred Sant,Member_Of,S&D,1.0,2023,S&D
Leszek Miller,Mentions_Topic,transparency,0.9,2023,S&D
Leszek Miller,Mentions_Topic,access to documents,0.8,2023,S&D
Leszek Miller,Mentions_Topic,accountability,0.7,2023,S&D
Leszek Miller,Mentions_Topic,democracy,0.6,2023,S&D
Leszek Miller,Mentions_Topic,European Union,0.5,2023,S&D
Leszek Miller,Mentions_Entity,Leszek Miller,1.0,2023,S&D
Leszek Miller,Mentions_Entity,European Commission,1.0,2023,S&D
Leszek Miller,Member_Of,S&D,1.0,2023,S&D
Malik Azmani,Mentions_Topic,EU accession talks,0.8,2023,ALDE
Malik Azmani,Mentions_Topic,Turkey-EU relations,0.9,2023,ALDE
Malik Azmani,Mentions_Topic,cooperation,0.7,2023,ALDE
Malik Azmani,Mentions_Entity,Erdoğan,1.0,2023,ALDE
Malik Azmani,Mentions_Entity,Sánchez Amor,1.0,2023,ALDE
Malik Azmani,Mentions_Entity,Renew Group,1.0,2023,ALDE
Malik Azmani,Member_Of,ALDE,1.0,2023,ALDE
Kateřina Konečná,Mentions_Topic,pharmaceutical system,0.9,2023,GUE/NGL
Kateřina Konečná,Mentions_Topic,regulatory framework,0.7,2023,GUE/NGL
Kateřina Konečná,Mentions_Entity,European Commission,1.0,2023,GUE/NGL
Kateřina Konečná,Mentions_Entity,EMA,1.0,2023,GUE/NGL
Kateřina Konečná,Mentions_Entity,Kateřina Konečná,1.0,2023,GUE/NGL
Kateřina Konečná,Member_Of,GUE/NGL,1.0,2023,GUE/NGL
Gilles Lebreton,Mentions_Topic,Ukraine,0.9,2023,ID
Gilles Lebreton,Mentions_Topic,European Union,0.8,2023,ID
Gilles Lebreton,Mentions_Topic,Agriculture,0.7,2023,ID
Gilles Lebreton,Mentions_Entity,Ukraine,1.0,2023,ID
Gilles Lebreton,Mentions_Entity,Poland,1.0,2023,ID
Gilles Lebreton,Mentions_Entity,Hungary,1.0,2023,ID
Gilles Lebreton,Mentions_Entity,Commission,1.0,2023,ID
Gilles Lebreton,Member_Of,ID,1.0,2023,ID
László Trócsányi,Mentions_Topic,EU-UK relations,0.9,2023,NI
László Trócsányi,Mentions_Topic,Brexit,0.8,2023,NI
László Trócsányi,Mentions_Topic,European integration,0.7,2023,NI
László Trócsányi,Mentions_Entity,United Kingdom,1.0,2023,NI
László Trócsányi,Mentions_Entity,European Union,1.0,2023,NI
László Trócsányi,Member_Of,NI,1.0,2023,NI
Francisco José Millán Mon,Mentions_Topic,ecologismo radical,0.9,2023,PPE
Francisco José Millán Mon,Mentions_Topic,pesca,0.8,2023,PPE
Francisco José Millán Mon,Mentions_Topic,política pesquera,0.7,2023,PPE
Francisco José Millán Mon,Mentions_Topic,reorganización de la Comisión Europea,0.6,2023,PPE
Francisco José Millán Mon,Mentions_Topic,situación del sector pesquero,0.5,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Sinkevičius,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Comisión Europea,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Alemania,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Francia,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Italia,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Irlanda,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Países Bajos,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,España,1.0,2023,PPE
Francisco José Millán Mon,Member_Of,PPE,1.0,2023,PPE
Maite Pagazaurtundúa,Mentions_Topic,migration,0.9,2023,ALDE
Maite Pagazaurtundúa,Mentions_Topic,European Union,0.7,2023,ALDE
Maite Pagazaurtundúa,Mentions_Entity,Roswall,1.0,2023,ALDE
Maite Pagazaurtundúa,Mentions_Entity,McGuinness,1.0,2023,ALDE
Maite Pagazaurtundúa,Member_Of,ALDE,1.0,2023,ALDE
Sylvie Guillaume,Mentions_Topic,prostitution,0.9,2023,S&D
Sylvie Guillaume,Mentions_Topic,human trafficking,0.8,2023,S&D
Sylvie Guillaume,Mentions_Topic,gender equality,0.7,2023,S&D
Sylvie Guillaume,Mentions_Topic,social welfare,0.6,2023,S&D
Sylvie Guillaume,Mentions_Entity,Maria Noichl,1.0,2023,S&D
Sylvie Guillaume,Member_Of,S&D,1.0,2023,S&D
Cyrus Engerer,Mentions_Topic,rule of law,0.9,2023,S&D
Cyrus Engerer,Mentions_Topic,European Union,0.8,2023,S&D
Cyrus Engerer,Mentions_Topic,democracy,0.7,2023,S&D
Cyrus Engerer,Mentions_Topic,freedom,0.6,2023,S&D
Cyrus Engerer,Mentions_Topic,justice,0.5,2023,S&D
Cyrus Engerer,Mentions_Entity,Malta,1.0,2023,S&D
Cyrus Engerer,Mentions_Entity,European Union,1.0,2023,S&D
Cyrus Engerer,Member_Of,S&D,1.0,2023,S&D
Ljudmila Novak,Mentions_Topic,agriculture,0.9,2023,PPE
Ljudmila Novak,Mentions_Topic,food production,0.7,2023,PPE
Ljudmila Novak,Mentions_Topic,bureaucracy,0.6,2023,PPE
Ljudmila Novak,Mentions_Entity,kmetje,1.0,2023,PPE
Ljudmila Novak,Member_Of,PPE,1.0,2023,PPE
Andrius Kubilius,Mentions_Topic,Ukraine's integration into the EU,0.9,2023,PPE
Andrius Kubilius,Mentions_Topic,Russia's transformation to democracy,0.8,2023,PPE
Andrius Kubilius,Mentions_Topic,European peace and security,0.7,2023,PPE
Andrius Kubilius,Mentions_Topic,NATO membership,0.6,2023,PPE
Andrius Kubilius,Mentions_Topic,EU assistance to Russia,0.5,2023,PPE
Andrius Kubilius,Mentions_Entity,Ukraine,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,Russia,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,Putin,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,NATO,1.0,2023,PPE
Andrius Kubilius,Mentions_Entity,EU,1.0,2023,PPE
Andrius Kubilius,Member_Of,PPE,1.0,2023,PPE
Jadwiga Wiśniewska,Mentions_Topic,human dignity,0.9,2023,ECR
Jadwiga Wiśniewska,Mentions_Topic,commercialization of human life,0.8,2023,ECR
Jadwiga Wiśniewska,Mentions_Topic,human rights,0.7,2023,ECR
Jadwiga Wiśniewska,Mentions_Entity,Jadwiga Wiśniewska,1.0,2023,ECR
Jadwiga Wiśniewska,Mentions_Entity,European Parliament,1.0,2023,ECR
Jadwiga Wiśniewska,Member_Of,ECR,1.0,2023,ECR
Peter Liese,Mentions_Topic,Antibiotikaresistenzen,0.9,2023,PPE
Peter Liese,Mentions_Topic,Vouchers,0.7,2023,PPE
Peter Liese,Mentions_Topic,Tiermedizin,0.5,2023,PPE
Peter Liese,Mentions_Topic,Humanmedizin,0.5,2023,PPE
Peter Liese,Mentions_Topic,Kontrollen,0.5,2023,PPE
Peter Liese,Mentions_Entity,Kateřina Konečná,1.0,2023,PPE
Peter Liese,Member_Of,PPE,1.0,2023,PPE
Tomislav Sokol,Mentions_Topic,global health,0.9,2023,PPE
Tomislav Sokol,Mentions_Topic,healthcare,0.7,2023,PPE
Tomislav Sokol,Mentions_Topic,digitalization,0.6,2023,PPE
Tomislav Sokol,Mentions_Entity,European Union,1.0,2023,PPE
Tomislav Sokol,Mentions_Entity,World Health Organization,1.0,2023,PPE
Tomislav Sokol,Member_Of,PPE,1.0,2023,PPE
Róża Thun und Hohenstein,Mentions_Topic,conservation,0.9,2023,ALDE
Róża Thun und Hohenstein,Mentions_Topic,coexistence,0.8,2023,ALDE
Róża Thun und Hohenstein,Mentions_Topic,science,0.7,2023,ALDE
Róża Thun und Hohenstein,Mentions_Topic,politics,0.6,2023,ALDE
Róża Thun und Hohenstein,Mentions_Topic,farming,0.5,2023,ALDE
Róża Thun und Hohenstein,Mentions_Entity,Little Red Riding Hood,1.0,2023,ALDE
Róża Thun und Hohenstein,Mentions_Entity,Europe,1.0,2023,ALDE
Róża Thun und Hohenstein,Member_Of,ALDE,1.0,2023,ALDE
Francisco José Millán Mon,Mentions_Topic,Rusia's aggression in Ucrania,0.9,2023,PPE
Francisco José Millán Mon,Mentions_Topic,EU-Africa relations,0.8,2023,PPE
Francisco José Millán Mon,Mentions_Topic,war and its implications,0.7,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Rusia,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Ucrania,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Naciones Unidas,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Lavrov,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Borrell,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Níger,1.0,2023,PPE
Francisco José Millán Mon,Mentions_Entity,Grupo Wagner,1.0,2023,PPE
Francisco José Millán Mon,Member_Of,PPE,1.0,2023,PPE
Janina Ochojska,Mentions_Topic,environmental protection,0.9,2023,PPE
Janina Ochojska,Mentions_Topic,funding,0.7,2023,PPE
Janina Ochojska,Mentions_Entity,Zalewska,1.0,2023,PPE
Janina Ochojska,Member_Of,PPE,1.0,2023,PPE
Jean-Paul Garraud,Mentions_Topic,Iranian women's rights,0.9,2023,ID
Jean-Paul Garraud,Mentions_Topic,islamism and its impact on women,0.8,2023,ID
Jean-Paul Garraud,Mentions_Topic,European Union's role in promoting Islamic veil,0.6,2023,ID
Jean-Paul Garraud,Mentions_Entity,Mahsa Amini,1.0,2023,ID
Jean-Paul Garraud,Mentions_Entity,Iran,1.0,2023,ID
Jean-Paul Garraud,Mentions_Entity,Iranian government,1.0,2023,ID
Jean-Paul Garraud,Member_Of,ID,1.0,2023,ID
Svenja Hahn,Mentions_Topic,Rohstoffabhängigkeit,0.9,2023,ALDE
Svenja Hahn,Mentions_Topic,Handel,0.7,2023,ALDE
Svenja Hahn,Mentions_Topic,Unabhängigkeit,0.8,2023,ALDE
Svenja Hahn,Mentions_Topic,Technologie,0.6,2023,ALDE
Svenja Hahn,Mentions_Topic,Nachhaltigkeit,0.5,2023,ALDE
Svenja Hahn,Mentions_Entity,Kommissarin McGuinness,1.0,2023,ALDE
Svenja Hahn,Mentions_Entity,China,1.0,2023,ALDE
Svenja Hahn,Mentions_Entity,Türkei,1.0,2023,ALDE
Svenja Hahn,Mentions_Entity,Südafrika,1.0,2023,ALDE
Svenja Hahn,Mentions_Entity,Kanada,1.0,2023,ALDE
Svenja Hahn,Mentions_Entity,Indien,1.0,2023,ALDE
Svenja Hahn,Mentions_Entity,Ministerin Roswall,1.0,2023,ALDE
Svenja Hahn,Member_Of,ALDE,1.0,2023,ALDE
Konstantinos Arvanitis,Mentions_Topic,Polish government's intentions,0.9,2023,GUE/NGL
Konstantinos Arvanitis,Mentions_Topic,erosion of democracy,0.8,2023,GUE/NGL
Konstantinos Arvanitis,Mentions_Topic,nationalism,0.7,2023,GUE/NGL
Konstantinos Arvanitis,Mentions_Entity,Konstantinos Arvanitis,1.0,2023,GUE/NGL
Konstantinos Arvanitis,Mentions_Entity,Poland,1.0,2023,GUE/NGL
Konstantinos Arvanitis,Mentions_Entity,Russia,1.0,2023,GUE/NGL
Konstantinos Arvanitis,Member_Of,GUE/NGL,1.0,2023,GUE/NGL
Denis Nesci,Mentions_Topic,video games online,0.9,2023,ECR
Denis Nesci,Mentions_Topic,consumer protection,0.8,2023,ECR
Denis Nesci,Mentions_Topic,PEGI system,0.7,2023,ECR
Denis Nesci,Mentions_Topic,youth protection,0.6,2023,ECR
Denis Nesci,Mentions_Topic,online gaming industry,0.5,2023,ECR
Denis Nesci,Mentions_Entity,Denis Nesci,1.0,2023,ECR
Denis Nesci,Member_Of,ECR,1.0,2023,ECR
Anja Hazekamp,Mentions_Topic,conservation,0.9,2023,GUE/NGL
Anja Hazekamp,Mentions_Topic,fisheries,0.8,2023,GUE/NGL
Anja Hazekamp,Mentions_Topic,biodiversity,0.7,2023,GUE/NGL
