speaker_name,topics,entities,sentiment,summary,source_id,date,year,original_text,party,country,political_orientation
Clare Daly,"[{'topic': 'Middle East conflict', 'confidence': 0.9}, {'topic': 'EU foreign policy', 'confidence': 0.7}]","[{'name': 'Israel', 'entity_type': 'location'}, {'name': 'Gaza', 'entity_type': 'location'}, {'name': 'West Bank', 'entity_type': 'location'}, {'name': 'EU', 'entity_type': 'organization'}]",negative,"The EU is criticized for its stance on Israel's actions in Gaza and the West Bank, with the speaker questioning the compatibility of this stance with the EU's values.",457,2023-05-31,2023,"on behalf of The Left Group. – Madam President, over 5 days earlier this month, Israel attacked and bombed Gaza 323 times. Ten civilians were killed, 1 100 people displaced. More than 150 000 Palestinian civilians have been killed or injured in Gaza and the West Bank since 2008; 33 000 of those were children. The EU stands by and watches this happen and calls Israel our friend. We construct houses and schools in the West Bank; the Israelis come and destroy them. We cannot consider ourselves a un",GUE/NGL,,left
Margrete Auken,"[{'topic': 'Israeli-Palestinian conflict', 'confidence': 0.9}, {'topic': ""European Parliament's role"", 'confidence': 0.7}]","[{'name': 'Ana Miranda', 'entity_type': 'person'}, {'name': 'Manu Pineda', 'entity_type': 'person'}, {'name': 'Elliott Abrams', 'entity_type': 'person'}, {'name': 'Gaza', 'entity_type': 'location'}, {'name': 'Israel', 'entity_type': 'location'}]",negative,The speaker expresses disappointment and frustration with the European Parliament's inability to access Gaza and criticizes the EU's role in the Israeli-Palestinian conflict.,458,2023-03-13,2023," – Madam President (start of speech off mic) ... I was there, the leader of the delegation, and it was a clear shock that Ana Miranda was kept out, as it was also a shock – it wasn’t a shock; it was a surprise – that our Chair, Manu Pineda, was denied. Again, we were denied access to Gaza. I haven’t been there since 2010.  I think now that the Parliament should be… I know that you responded to it, but it is not them to decide. It is us. And it was, as said by Ana Miranda now, clearly against the",Greens/EFA,,left
Stanislav Polčák,"[{'topic': 'human rights', 'confidence': 0.9}, {'topic': 'Azerbaijan', 'confidence': 0.8}, {'topic': 'politics', 'confidence': 0.7}]","[{'name': 'Ibadoghlu', 'entity_type': 'person'}, {'name': 'Azerbaijan', 'entity_type': 'location'}, {'name': 'ID group', 'entity_type': 'organization'}]",negative,The speaker criticizes the ID group for relativizing human rights violations in Azerbaijan and calls for an apology.,459,2023-09-13,2023," – Paní předsedající, já jsem původně vystupovat nechtěl k tomuto bodu, nicméně mě k tomu přimělo poměrně skandální vystoupení zástupce skupiny ID, které já považuji za nepřijatelné relativizování toho, co se skutečně v Ázerbájdžánu děje a jakým způsobem představitelé státní moci nakládají s panem profesorem Ibadoghluou.  Já považuji toto vystoupení za nepřijatelné a myslím, že bychom ho měli všichni odsoudit. Pan kolega ze skupiny ID si to tzv. užil, protože jsme nemohli na jeho vystoupení reag",PPE,,right
Margarida Marques,"[{'topic': 'economy', 'confidence': 0.9}, {'topic': 'reforms', 'confidence': 0.7}]","[{'name': 'Margarida Marques', 'entity_type': 'person'}, {'name': 'NextGenerationEU', 'entity_type': 'organization'}, {'name': 'SURE', 'entity_type': 'organization'}]",positive,"The speaker, Margarida Marques, emphasizes the importance of finding convergences that benefit citizens and economies, while rejecting austerity policies and highlighting the need for reforms and investments in the EU.",460,2023-03-14,2023," – Senhora Presidente, Senhora Ministra, Senhor Comissário, neste debate convém lembrar que estamos preocupados com as regras de governação económica. Aguardamos o compromisso hoje no ECOFIN e o compromisso no próximo Conselho Europeu. Mas, sobretudo, aguardamos com expectativa as iniciativas legislativas da Comissão para a revisão do Regulamento sobre o Semestre Europeu e sobre o Pacto de Estabilidade e Crescimento.  O tempo é escasso. Temos compromissos para com os europeus: fazer as transiçõe",S&D,,center
Martin Sonneborn,"[{'topic': 'corruption', 'confidence': 0.9}, {'topic': 'European Commission', 'confidence': 0.7}, {'topic': 'Pfizer', 'confidence': 0.6}, {'topic': 'European Parliament', 'confidence': 0.5}, {'topic': 'von der Leyen', 'confidence': 0.4}]","[{'name': 'von der Leyen', 'entity_type': 'person'}, {'name': 'Pfizer', 'entity_type': 'organization'}, {'name': 'New York Times', 'entity_type': 'organization'}, {'name': 'Spiegel', 'entity_type': 'organization'}, {'name': 'FAZ', 'entity_type': 'organization'}, {'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'European Parliament', 'entity_type': 'organization'}]",negative,Martin Sonneborn criticizes von der Leyen for alleged corruption and misuse of power.,461,2023-05-08,2023," – Herr Präsident! Eine Kurznachricht aus dem Europäischen Parlament an Frau von der Leyen: Wussten Sie, dass wegen Ihrer gelöschten Pfizer-SMS mittlerweile nicht nur Ihre Kommission von der New York Times verklagt wird, sondern auch Sie persönlich? In der deutschen Presse war davon ja nichts zu lesen. Deshalb dachte ich, ich sage es Ihnen mal. Beschuldigt werden Sie wegen Amtsanmaßung und Titelmissbrauch, Vernichtung öffentlicher Dokumente und Korruption. Während jedes Käseblatt in Deutschland ",NI,,unknown
Marina Mesure,"[{'topic': 'electricity market reform', 'confidence': 0.9}, {'topic': 'energy crisis', 'confidence': 0.8}, {'topic': 'climate change', 'confidence': 0.7}, {'topic': 'energy policy', 'confidence': 0.6}, {'topic': 'regulation', 'confidence': 0.5}]","[{'name': 'Marina Mesure', 'entity_type': 'person'}]",negative,"The speaker, Marina Mesure, criticizes the European Parliament for not debating the electricity market reform, highlighting the impact of the energy crisis on households and businesses.",462,2023-09-14,2023," – Monsieur le Président, chers collègues, l’électricité est un bien essentiel. Il est probablement l’un de ceux qui intéressent le plus les Européens. Il serait donc choquant que le Parlement européen ne puisse pas se prononcer sur un sujet aussi fondamental, alors même que la crise des prix de l’énergie fait basculer des millions de ménages dans la précarité, les privant souvent de besoins vitaux comme se chauffer et s’éclairer. Une crise qui mène des milliers de TPE, de PME, d’artisans, de bo",GUE/NGL,,left
Heléne Fritzon,"[{'topic': 'EU ratification', 'confidence': 0.9}, {'topic': 'domestic violence', 'confidence': 0.8}, {'topic': ""women's rights"", 'confidence': 0.7}]","[{'name': 'Istanbul Convention', 'entity_type': 'organization'}, {'name': 'Bulgarien', 'entity_type': 'location'}, {'name': 'Tjeckien', 'entity_type': 'location'}, {'name': 'Ungern', 'entity_type': 'location'}, {'name': 'Lettland', 'entity_type': 'location'}, {'name': 'Litauen', 'entity_type': 'location'}, {'name': 'Slovakien', 'entity_type': 'location'}, {'name': 'Danskfödda', 'entity_type': 'other'}]",negative,"The speaker criticizes EU member states for not ratifying the Istanbul Convention, emphasizing the importance of protecting women and girls from violence.",463,2023-05-09,2023," – Fru talman! Istanbulkonventionen upprättades 2011, men först nu ska EU ratificera konventionen. En del kallar det historiskt. Jag kallar det en skandal att vi inte har kommit längre. Hur svårt kan det vara att ratificera en konvention som handlar om att skydda kvinnor och flickor mot alla former av våld? Vi har medlemsstater som ännu inte är beredda att göra detta. Bulgarien, Tjeckien, Ungern, Lettland, Litauen och Slovakien, ni ska skämmas, precis som man ska göra på den nationalistiska höge",S&D,,center
Terry Reintke,"[{'topic': 'EU-UK relations', 'confidence': 0.9}, {'topic': 'Northern Ireland', 'confidence': 0.8}, {'topic': 'trade agreements', 'confidence': 0.7}, {'topic': 'democracy', 'confidence': 0.6}, {'topic': 'prosperity', 'confidence': 0.5}]","[{'name': 'Rishi Sunak', 'entity_type': 'person'}, {'name': 'Northern Ireland', 'entity_type': 'location'}, {'name': 'UK', 'entity_type': 'location'}, {'name': 'EU', 'entity_type': 'organization'}]",positive,"The speaker welcomes the Windsor framework agreement as a step towards trustful cooperation and prosperity, emphasizing its benefits for Northern Ireland and the EU.",464,2023-03-14,2023,"on behalf of the Verts/ALE Group. – Mr President, dear colleagues, this Windsor framework is good news. It is good news for the people in Northern Ireland. It is good news for the people in the whole of the UK and it is good news for the people in the European Union. And it shines a light on the value of trustful cooperation, something that was badly missing from the negotiations between the EU and the UK, at least from some people in the past. And in the aftermath of the announcement of the agr",Greens/EFA,,left
István Ujhelyi,"[{'topic': 'healthcare', 'confidence': 0.9}, {'topic': 'European Union', 'confidence': 0.7}]","[{'name': 'István Ujhelyi', 'entity_type': 'person'}, {'name': 'European Union', 'entity_type': 'organization'}, {'name': 'Budapest', 'entity_type': 'location'}, {'name': 'Hungary', 'entity_type': 'location'}]",positive,The speaker advocates for a European healthcare union to ensure safe and equal access to healthcare for all EU citizens.,465,2023-04-19,2023," – Elnök Asszony! Támogatok minden globális stratégiát, ha abban megtalálom az európai polgárok érdekét, jelen esetben az egészségügyi közellátásnak a biztonságát és egyenlő hozzáférési lehetőségét minden európai polgár számára. Ez a kép, amit felmutatok és tudom, hogy kevéssé látszik, ez a kép egy kis támfal, hátfal nélküli kis szék egy gyermekkórházban Budapesten. Nem, nem 400 kilométerre Magyarország fővárosától, vidéken, hanem a fővárosban. Egy kisszék, amin egy édesanya napokat kell, hogy e",S&D,,center
France Jamet,"[{'topic': 'protectionnisme', 'confidence': 0.9}, {'topic': 'mondialisation', 'confidence': 0.7}, {'topic': 'économie', 'confidence': 0.6}, {'topic': 'énergie', 'confidence': 0.5}, {'topic': 'souveraineté', 'confidence': 0.4}]","[{'name': 'États-Unis', 'entity_type': 'location'}, {'name': 'Pékin', 'entity_type': 'location'}, {'name': 'New Delhi', 'entity_type': 'location'}]",negative,"The speaker criticizes the EU's refusal to adopt protectionist policies, which they believe would be more effective in addressing economic crises and defending national sovereignty.",466,2023-06-12,2023,"au nom du groupe ID. – Monsieur le Président, mes chers collègues, si la mondialisation est une réalité dans laquelle se multiplient les crises économiques, énergétiques et industrielles, l’idéologie mondialiste, elle, est un dogme, avec lequel ce rapport annuel sur la politique de concurrence refuse de rompre. En rejetant explicitement ne serait-ce qu’une part de protectionnisme, l’Union européenne nous condamne structurellement, économiquement, socialement et même écologiquement. Sans protecti",ID,,right
Christel Schaldemose,"[{'topic': 'climate change', 'confidence': 0.9}, {'topic': 'economy', 'confidence': 0.7}]","[{'name': 'USA', 'entity_type': 'location'}, {'name': 'Kina', 'entity_type': 'location'}, {'name': 'Tyskland', 'entity_type': 'location'}]",positive,The EU must respond to the challenges of climate change while avoiding protectionism and ensuring investments are targeted and temporary.,467,2023-03-15,2023," – Fru formand! Konkurrencen om de grønne arbejdspladser er spidset til. Inflation deduction act i USA, solceller og bilbatteriproduktion af Kina, er blot nogle få eksempler. EU's grønne førertrøje er udfordret både fra øst og fra vest. Både fordi flere lande har fået øjnene op for de klimamæssige udfordringer, vi står i. Det er godt, men også fordi det faktisk er blevet en god business case, og derfor er EU selvfølgelig tvunget til at reagere, når USA hiver checkhæftet frem og tilskynder europæ",S&D,,center
Ibán García Del Blanco,"[{'topic': 'democracy', 'confidence': 0.9}, {'topic': 'abuse of power', 'confidence': 0.8}, {'topic': 'judicial procedures', 'confidence': 0.7}]","[{'name': 'Tiemo Wölken', 'entity_type': 'person'}]",positive,"The speaker advocates for a stronger, more critical, and free public opinion to counterbalance those who abuse their power and proposes legislation to prevent the misuse of judicial procedures.",468,2023-07-10,2023,"en nombre del Grupo S&D. – Señor presidente, la existencia de una democracia sana tiene como presupuesto la existencia, a su vez, de una opinión crítica fuerte, de una opinión crítica sana, libre. Y, para eso, es imprescindible que los poderes públicos, que las instituciones pongamos medios para equilibrar la partida frente a quienes ejercen posiciones abusivas de poder, quienes tienen los suficientes medios económicos o políticos para poder ejercer de manera abusiva esos mismos medios para, de ",S&D,,center
Balázs Hidvéghi,"[{'topic': 'korrupció', 'confidence': 0.9}, {'topic': 'Soros György', 'confidence': 0.7}, {'topic': 'Magyarország', 'confidence': 0.8}, {'topic': 'Európai Parlament', 'confidence': 0.9}, {'topic': 'Brüsszel', 'confidence': 0.6}]","[{'name': 'Soros György', 'entity_type': 'person'}, {'name': 'Magyarország', 'entity_type': 'location'}, {'name': 'Európai Parlament', 'entity_type': 'organization'}]",negative,"The speaker accuses the European left of hypocrisy and corruption, and calls for an end to the political persecution of Hungary.",469,2023-01-17,2023,"írásban. – A brüsszeli korrupciós botrány egyértelműen rávilágított arra, amit a magyar kormány évek óta mond: külső erők Soros Györgyhöz köthető NGO-kon keresztül korrupt baloldali EP-képviselőket vásároltak meg, hogy politika befolyást szerezzenek. Mindez csak a jéghegy csúcsa. Hétről hétre újabb politikusokról derül ki, hogy harmadik országok érdekeit képviselték az Európai Parlamentben. Nem gondolják, hogy ez a képmutatás iskolapéldája? Az európai baloldal minden létező eszközt be akar vetni",NI,,unknown
István Ujhelyi,"[{'topic': 'healthcare', 'confidence': 0.9}, {'topic': 'European Union', 'confidence': 0.8}, {'topic': 'access to healthcare', 'confidence': 0.7}]","[{'name': 'Hungary', 'entity_type': 'location'}, {'name': 'Germany', 'entity_type': 'location'}, {'name': 'European Union', 'entity_type': 'organization'}]",negative,"The speaker emphasizes the need for a unified European healthcare system, citing the difficulty in accessing basic healthcare services, such as a blood glucose meter sensor, in Hungary.",470,2023-01-17,2023," – Elnök Úr! Tegnap itt a plenáris ülésen szép szavakat hallgattunk meg az uniós egységes piac harmincéves születésnapjáról, ami valóban fontos, de minthogyha az egészségügyi szolgáltatások és termékek területén ez még nem érte volna utol az európai polgárokat. Én ma reggel azzal kellett kezdjek, hogy egy vércukormérő szenzort vadásztam, kerestem három gyógyszertárban is, ami Németországban alanyi jogon jár a cukorbetegeknek, Magyarországon nem is kapható egy sem belőle, itt is nehezen. Egy tize",S&D,,center
René Repasi,"[{'topic': 'Transparency in politics', 'confidence': 0.9}, {'topic': 'Corruption prevention', 'confidence': 0.8}, {'topic': 'Media control', 'confidence': 0.7}]","[{'name': 'Mario Draghi', 'entity_type': 'person'}]",positive,The speaker emphasizes the importance of creating an independent institution to prevent corruption and ensure transparency in politics.,471,2023-02-14,2023," – Herr Präsident, Frau Vizepräsidentin, Frau Ministerin! Ja, Personen, denen die eigenen Überzeugungen so wenig bedeuten, dass sie sie zum Verkauf stellen, tun dies, ganz gleich, wie scharf die Regeln sind und wie scharf sie durchgesetzt werden. Es gibt sie, und ja, es wird sie immer geben; machen wir uns nichts vor. Aber wir können – ja, wir müssen alles daransetzen, dass es für solche Personen so unattraktiv, so schwierig wie möglich wird, sich von Dritten beeinflussen zu lassen. Idealerweise",S&D,,center
Tom Vandenkendelaere,"[{'topic': ""consumers' rights"", 'confidence': 0.9}, {'topic': 'sustainable economy', 'confidence': 0.8}, {'topic': 'business transparency', 'confidence': 0.7}]","[{'name': 'Tom Vandenkendelaere', 'entity_type': 'person'}, {'name': 'European Commission', 'entity_type': 'organization'}]",positive,"The speaker emphasizes the importance of informing consumers about product durability and environmental impact to make sustainable choices, and calls for clearer regulations to prevent misleading information.",472,2023-05-09,2023," – Voorzitter, commissaris, collega’s, bedrijven – en ik denk in het bijzonder aan kmo’s – staan aan de basis van onze transitie naar een duurzamer economisch model. Maar als consument is het vandaag bijzonder moeilijk om een inschatting te maken welke bedrijven die transitie op een waarachtige manier maken. Als consument beschik je niet altijd over de nodige informatie om een duurzame en milieubewuste keuze te maken. Nochtans hebben consumenten het recht om te weten hoelang een product zou moet",PPE,,right
Urmas Paet,"[{'topic': 'Taiwan', 'confidence': 0.9}, {'topic': 'China', 'confidence': 0.8}, {'topic': 'security', 'confidence': 0.7}, {'topic': 'EU-US cooperation', 'confidence': 0.6}, {'topic': 'geopolitics', 'confidence': 0.5}]","[{'name': 'Taiwan', 'entity_type': 'location'}, {'name': 'China', 'entity_type': 'location'}, {'name': 'USA', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Europe', 'entity_type': 'location'}]",negative,"The speaker is concerned about China's military exercises and their potential impact on global security, particularly in relation to Taiwan and the EU-US relationship.",473,2023-04-18,2023,"kirjalikult. – Hiina sõjalised õppused, mille eesmärgiks oli läbi harjutada Taiwani vallutamine, on väga murettekitav areng ning peaks ELi valvsaks muutma. Vaatamata sellele, et Taiwan on meist kaugel, mõjutaks Hiina sõjaline kallaletung Taiwanile kogu maailma, ka meid ELis. Taiwan on USA jaoks väga oluline. Kui ameeriklaste tähelepanu hakkab järjest rohkem liikuma Vaikse ookeani piirkonnale, kannataks selle all Euroopa julgeolek ning USA toetus Ukrainale praeguse Venemaa agressiooni ajal. Selle",ALDE,,center
Maria Grapini,"[{'topic': 'budget efficiency', 'confidence': 0.9}, {'topic': 'transparency', 'confidence': 0.7}]","[{'name': 'Maria Grapini', 'entity_type': 'person'}, {'name': 'European Parliament', 'entity_type': 'organization'}, {'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'Court of Auditors', 'entity_type': 'organization'}]",negative,The speaker criticizes the lack of transparency and efficiency in the European Commission's budgeting process.,474,2023-05-08,2023," – Domnule președinte, domnule comisar, stimați colegi, am auzit dezbaterea și am auzit și prezentarea domnului comisar. Nu s-a vorbit însă nimic despre eficiența cheltuirii banilor. Pentru că, domnule comisar, în calitatea mea de membră în Comisia Control Bugetar, am discutat și săptămâna trecută și cu Curtea de Conturi. Există mereu, se creează instrumente noi, programe noi care sunt în afara bugetului și nu pot fi controlate nici măcar de Curtea de Conturi. Mi-ar fi plăcut să vedem acum cum p",S&D,,center
Tom Vandendriessche,"[{'topic': 'immigration', 'confidence': 0.9}, {'topic': 'asylum policy', 'confidence': 0.7}]","[{'name': 'Frontex', 'entity_type': 'organization'}, {'name': 'Europese Unie', 'entity_type': 'organization'}]",negative,"The speaker criticizes the EU's asylum policy, calling it immoral and ineffective, and proposes stricter measures for illegal immigrants.",475,2023-03-15,2023," – Voorzitter, collega’s, in 2022 rapporteerde Frontex meer dan 330 000 illegale oversteken naar Europa. 90 % van hen betaalde mensensmokkelaars. Eenmaal in Europa kan men immers genieten van de sociale zekerheid die onze voorouders opgebouwd hebben en onze belastingbetalers financieren zonder er zelf ooit aan bijgedragen te hebben. Het enige dat men moet doen is asiel aanvragen. Dit zijn helemaal geen echte vluchtelingen, maar economische gelukzoekers en asielbedriegers.  Wat doet de Europese U",ID,,right
Ljudmila Novak,"[{'topic': 'fear of the unknown', 'confidence': 0.9}, {'topic': 'competitiveness of Europe', 'confidence': 0.7}, {'topic': 'EU policies', 'confidence': 0.6}]","[{'name': 'Ljudmila Novak', 'entity_type': 'person'}, {'name': 'Evropa', 'entity_type': 'location'}]",negative,The speaker emphasizes the importance of addressing fears and concerns related to the green transition in Europe.,476,2023-07-12,2023," – Spoštovani predsedujoča, gospod komisar, kolegice in kolegi. Eden izmed dejavnikov tveganja za neuspešnost zelenega prehoda je tudi strah. Strah pred neznanim. Strah, da je Evropa pri zelenih prizadevanjih v svetu osamljena. Strah, da bo Evropa postala nekonkurenčna in se bo zmanjšalo blagostanje naših ljudi. Strah politikov pred izgubo glasov.  Zaradi tega strahu pride do neustreznega izvajanja politik, do odpora nekaterih industrij, kmetov ali držav članic. Ljudje mislijo, da si te ukrepe i",PPE,,right
David Cormand,"[{'topic': 'greenwashing', 'confidence': 0.9}, {'topic': 'sustainability', 'confidence': 0.8}, {'topic': 'consumption', 'confidence': 0.7}, {'topic': 'product durability', 'confidence': 0.6}, {'topic': 'regulation', 'confidence': 0.5}]","[{'name': 'Borzan', 'entity_type': 'person'}]",positive,"The speaker, David Cormand, praises the progress made in the greenwashing regulation and looks forward to further modernizing the market towards sustainability.",477,2023-05-09,2023,"au nom du groupe Verts/ALE. – Madame la Présidente, chers collègues, chère madame Borzan, merci. Merci beaucoup d’avoir géré d’une main de maîtresse cette négociation qui a été difficile. Entre les définitions que les uns et les autres apportaient au greenwashing, entre les difficultés que nous avons à faire entendre raison à un certain nombre de nos collègues sur le fait de comprendre que le marché intérieur européen ne sera plus jamais le même avec les contraintes écologiques qui sont les nôtr",Greens/EFA,,left
Jessica Polfjärd,"[{'topic': 'circular economy', 'confidence': 0.9}, {'topic': 'climate goals', 'confidence': 0.8}, {'topic': 'market competition', 'confidence': 0.7}, {'topic': 'sustainability', 'confidence': 0.6}, {'topic': 'European internal market', 'confidence': 0.5}]","[{'name': 'Moretti', 'entity_type': 'person'}, {'name': 'Europe', 'entity_type': 'location'}]",positive,"The speaker, Jessica Polfjärd, highlights the EU's progress in transitioning to a circular economy and emphasizes the importance of maintaining public support for environmental policies while promoting fair competition and sustainability.",478,2023-07-11,2023,"för PPE-gruppen. – Herr talman! Herr kommissionär. Det har redan gått tre år sedan kommissionen presenterade sin handlingsplan för cirkulär ekonomi och vi här i Europaparlamentet utarbetade vårt initiativbetänkande. Sedan dess har vi tagit tydliga steg för att uppnå våra klimatmål, och nu visar vi också att vi levererar på omställningen till en mer cirkulär ekonomi. Det är en stor framgång och jag skulle vilja tacka föredragande Moretti och mina skuggkollegor för ett gott samarbete, och för att ",PPE,,right
Sylvie Guillaume,"[{'topic': 'abusive procedures', 'confidence': 0.9}, {'topic': 'journalists and media freedom', 'confidence': 0.7}]","[{'name': 'Sylvie Guillaume', 'entity_type': 'person'}]",negative,"The speaker criticizes the EU Council's position on a directive proposal, advocating for a more protective stance towards victims of abusive procedures.",479,2023-07-10,2023," – Monsieur le Président, il y a quelques mois, alors que débutait l’examen au Parlement de la proposition de directive, je me félicitais du chemin parcouru. Enfin, la Commission européenne proposait un texte ambitieux, avec des mesures et des standards minimaux à l’échelle de l’Union pour protéger les victimes de ces procédures abusives, ces procédures-bâillons qui visent à garder sous silence des affaires qui mériteraient d’être mises au jour dans le débat public. Ces atteintes aux libertés fo",S&D,,center
Michaela Šojdrová,"[{'topic': 'climate change', 'confidence': 0.9}, {'topic': 'environmental policy', 'confidence': 0.7}]","[{'name': 'Michaela Šojdrová', 'entity_type': 'person'}]",positive,"The speaker supports the final compromise proposal for the LULUCF regulation revision, emphasizing its potential to contribute to reducing greenhouse gas emissions in the EU.",480,2023-03-14,2023," – Paní předsedající, dovolte, abych také vysvětlila, proč jsem podpořila finální kompromisní návrh revize nařízení o využívání půdy a lesnictví, zkráceně tomu říkáme LULUCF. Jedná se o důležitou oblast, která má velký potenciál přispět ke zmírnění produkce emisí v EU. Revize nařízení se zaměřuje na podporu zacházení s lesy a půdou tak, aby absorbovaly maximum skleníkových plynů. Zároveň je třeba zachovat přirozené funkce krajiny, lesů a zemědělství. Vítám, že byl zachován realistický celoevrops",PPE,,right
Krzysztof Jurgiel,"[{'topic': 'agricultural subsidies', 'confidence': 0.9}, {'topic': 'market regulation', 'confidence': 0.7}]","[{'name': 'Krzysztof Jurgiel', 'entity_type': 'person'}, {'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'Poland', 'entity_type': 'location'}, {'name': 'Russia', 'entity_type': 'location'}]",positive,The speaker advocates for the European Commission to establish a reserve for agricultural support and to protect the EU market from external dumping.,481,2023-02-16,2023," –Panie Przewodniczący! Panie Komisarzu! Rolnicy w Polsce oczekują stabilizacji cen nawozów. Skoki cenowe środków do produkcji destabilizują rynki. Rząd Rzeczypospolitej Polskiej popiera działania Komisji Europejskiej i Parlamentu na rzecz zapewnienia bezpieczeństwa żywnościowego. Należy skutecznie realizować działania zawarte w komunikacie Komisji dotyczącym zapewnienia dostępności i przystępności cenowej nawozów. Moim zdaniem ważne jest, aby Komisja uruchomiła w 2023 roku rezerwę rolną na rzec",ECR,,right
Maria Angela Danzì,"[{'topic': 'climate change', 'confidence': 0.9}, {'topic': 'disaster relief', 'confidence': 0.7}]","[{'name': 'Emilia Romagna', 'entity_type': 'location'}, {'name': 'Genova', 'entity_type': 'location'}, {'name': 'Maria Angela Danzì', 'entity_type': 'person'}]",positive,"The speaker calls for action to address climate change and prevent future natural disasters, urging colleagues to vote for a climate-focused bill.",482,2023-07-11,2023," – Signor Presidente, signor Commissario, onorevoli colleghi, oggi sento e tutti noi dobbiamo sentire addosso una grande responsabilità. L'ultima alluvione in Emilia Romagna ha provocato 15 morti e 9 miliardi di euro di danni. Ho ancora davanti agli occhi le alluvioni di Genova, città di cui sono stata direttore generale. Chi, come me, ha vissuto tali esperienze ha provato un grande senso di impotenza e di inadeguatezza per non aver potuto fare di più per impedire gli effetti di tali catastrofi.",NI,,unknown
Domènec Ruiz Devesa,"[{'topic': 'relex rapidas force', 'confidence': 0.9}, {'topic': 'EU security and defense', 'confidence': 0.8}, {'topic': 'PESCO', 'confidence': 0.7}]","[{'name': 'Javi López', 'entity_type': 'person'}, {'name': 'Josep Borrell', 'entity_type': 'person'}, {'name': 'Estrasburgo', 'entity_type': 'location'}]",positive,The speaker supports the creation of a rapid reaction force and suggests using PESCO to make it operational by 2025.,483,2023-04-18,2023," – Señora presidenta, señorías, en primer lugar, me gustaría extender mi agradecimiento y mi felicitación al ponente, a Javi López, compañero también del Grupo de la Alianza Progresista de Socialistas y Demócratas, por este magnífico informe, y a el resto también de ponentes que han colaborado en nombre de los distintos grupos. Porque realmente esta posición del Parlamento llega en un momento muy oportuno, porque debemos relanzar, debemos asegurar, que antes del fin del 2025 esta fuerza o capaci",S&D,,center
Paulo Rangel,"[{'topic': 'EU-Mercosul relations', 'confidence': 0.9}, {'topic': 'trade agreements', 'confidence': 0.7}, {'topic': 'geopolitics', 'confidence': 0.6}]","[{'name': 'Paulo Rangel', 'entity_type': 'person'}, {'name': 'Windsor Agreement', 'entity_type': 'organization'}, {'name': 'China', 'entity_type': 'location'}, {'name': 'Russia', 'entity_type': 'location'}, {'name': 'Brazil', 'entity_type': 'location'}, {'name': 'Argentina', 'entity_type': 'location'}, {'name': 'Paraguay', 'entity_type': 'location'}, {'name': 'Uruguay', 'entity_type': 'location'}, {'name': 'European Union', 'entity_type': 'organization'}]",negative,"The speaker, Paulo Rangel, warns the President of the European Council about the importance of concluding a trade agreement with Mercosul, citing geopolitical implications and the risk of China and Russia gaining influence in the region.",484,2023-03-29,2023," – Senhora Presidente do Conselho, Senhor Vice-Presidente da Comissão, antes de mais, queria naturalmente felicitar a Comissão.  Por um lado, pelo sucesso que, aliás, também para o qual contribuiu o Senhor Vice—Presidente, teve no Acordo-Quadro de Windsor para a Irlanda do Norte e também pelo sucesso obtido em Washington, quanto ao Ato de Redução da Inflação e o impacto que ele tem sobre a Europa.  Mas queria aqui, a propósito desta cimeira ou deste Conselho Europeu, deixar um alerta importante ",PPE,,right
Elsi Katainen,"[{'topic': 'climate change', 'confidence': 0.9}, {'topic': 'agriculture', 'confidence': 0.8}, {'topic': 'carbon pricing', 'confidence': 0.7}]","[{'name': 'Elsi Katainen', 'entity_type': 'person'}, {'name': 'Commission', 'entity_type': 'organization'}]",positive,The speaker emphasizes the importance of agriculture and climate change in EU policy and advocates for incentives for farmers to adopt better carbon practices.,485,2023-05-10,2023," – Arvoisa puhemies, kiitos ministerille ja komission jäsenelle myös esittelystä. Tämän kauden EU-politiikan ytimessä ovat todellakin maa- ja metsätalous, me viljelijät ja metsänomistajat. Ilmastotalkoiden tärkein ja vaikuttavin toimi on päästöjen vähentäminen, mutta myös hiilensidonnalla on tärkeä roolinsa. Meillä on tasan kaksi alaa, maa- ja metsätalous, jotka kykenevät sitomaan hiiltä. Siksi onkin surullista, että sektori on joutunut syyllistävän keskustelun keskiöön ja kannustusten sijaan ra",ALDE,,center
Billy Kelleher,"[{'topic': 'economic recovery', 'confidence': 0.9}, {'topic': 'debt reduction', 'confidence': 0.7}]","[{'name': 'Billy Kelleher', 'entity_type': 'person'}]",positive,The speaker welcomes the EU's economic recovery and calls for a more flexible approach to debt reduction.,486,2023-03-14,2023," – A Uachtaráin, Sa réamhaisnéis is déanaí, deirtear gur bheag nár bhuail cúlú geilleagrach an Eoraip, gur baineadh buaicphointe an bhoilscithe amach, agus go bhfuiltear ag súil le fás eacnamaíoch. An tseachtain seo caite, d’fhógair an Coimisiún go bhfuil geilleagar an Aontais ar ais ar an leibhéal réamh-phaindéime, agus gur féidir deireadh a chur leis an gclásal éalaithe ginearálta ag deireadh na bliana. Tréimhse chrua a bhí ann le cúpla bliain anuas. Tá áthas orm go ndearna an tAontas na beart",ALDE,,center
